Period,nsa,sf,sa,sa_4week
1/7/1967,"346,000",166.5,"208,000",0
1/14/1967,"334,000",161.5,"207,000",0
1/21/1967,"277,000",127.8,"217,000",0
1/28/1967,"252,000",123.8,"204,000","209,000"
2/4/1967,"274,000",127.1,"216,000","211,000"
2/11/1967,"276,000",120.4,"229,000","216,500"
2/18/1967,"247,000",108.4,"229,000","219,500"
2/25/1967,"248,000",102.6,"242,000","229,000"
3/4/1967,"326,000",105.4,"310,000","252,500"
3/11/1967,"240,000",99.8,"241,000","255,500"
3/18/1967,"225,000",92,"245,000","259,500"
3/25/1967,"215,000",87.2,"247,000","260,750"
4/1/1967,"223,000",86.2,"259,000","248,000"
4/8/1967,"251,000",97.6,"257,000","252,000"
4/15/1967,"289,000",96.9,"299,000","265,500"
4/22/1967,"218,000",89.1,"245,000","265,000"
4/29/1967,"216,000",85,"255,000","264,000"
5/6/1967,"221,000",87.4,"254,000","263,250"
5/13/1967,"188,000",81.7,"231,000","246,250"
5/20/1967,"177,000",77.3,"230,000","242,500"
5/27/1967,"170,000",75,"228,000","235,750"
6/3/1967,"175,000",70.8,"248,000","234,250"
6/10/1967,"188,000",79.3,"238,000","236,000"
6/17/1967,"176,000",78.8,"224,000","234,500"
6/24/1967,"178,000",81.6,"218,000","232,000"
7/1/1967,"206,000",98.9,"209,000","222,250"
7/8/1967,"322,000",134.7,"240,000","222,750"
7/15/1967,"309,000",128.1,"241,000","227,000"
7/22/1967,"282,000",117.8,"240,000","232,500"
7/29/1967,"243,000",116.4,"209,000","232,500"
8/5/1967,"250,000",113.5,"221,000","227,750"
8/12/1967,"193,000",95.5,"202,000","218,000"
8/19/1967,"174,000",81.1,"215,000","211,750"
8/26/1967,"160,000",75.5,"213,000","212,750"
9/2/1967,"163,000",74.8,"218,000","212,000"
9/9/1967,"156,000",68,"231,000","219,250"
9/16/1967,"165,000",75.2,"220,000","220,500"
9/23/1967,"155,000",74.4,"209,000","219,500"
9/30/1967,"154,000",75.5,"204,000","216,000"
10/7/1967,"195,000",84.4,"231,000","216,000"
10/14/1967,"159,000",77.3,"206,000","212,500"
10/21/1967,"181,000",81.3,"223,000","216,000"
10/28/1967,"174,000",84,"207,000","216,750"
11/4/1967,"204,000",91.9,"222,000","214,500"
11/11/1967,"201,000",94.2,"214,000","216,500"
11/18/1967,"209,000",105.4,"198,000","210,250"
11/25/1967,"200,000",105.1,"191,000","206,250"
12/2/1967,"228,000",116.6,"196,000","199,750"
12/9/1967,"258,000",116.6,"221,000","201,500"
12/16/1967,"241,000",118.7,"204,000","203,000"
12/23/1967,"289,000",132.2,"219,000","210,000"
12/30/1967,"332,000",153.8,"216,000","215,000"
1/6/1968,"357,000",161,"222,000","215,250"
1/13/1968,"373,000",167.9,"222,000","219,750"
1/20/1968,"293,000",132.7,"221,000","220,250"
1/27/1968,"242,000",122.7,"198,000","215,750"
2/3/1968,"308,000",126.6,"244,000","221,250"
2/10/1968,"257,000",122.5,"210,000","218,250"
2/17/1968,"214,000",109.6,"196,000","212,000"
2/24/1968,"199,000",103.3,"193,000","210,750"
3/2/1968,"198,000",104.4,"190,000","197,250"
3/9/1968,"208,000",102.1,"204,000","195,750"
3/16/1968,"179,000",94.4,"190,000","194,250"
3/23/1968,"175,000",87.9,"200,000","196,000"
3/30/1968,"165,000",86,"192,000","196,500"
4/6/1968,"184,000",96.2,"191,000","193,250"
4/13/1968,"167,000",97.8,"171,000","188,500"
4/20/1968,"165,000",90.4,"183,000","184,250"
4/27/1968,"216,000",86.2,"251,000","199,000"
5/4/1968,"180,000",86.5,"209,000","203,500"
5/11/1968,"164,000",84.6,"194,000","209,250"
5/18/1968,"156,000",78.4,"199,000","213,250"
5/25/1968,"148,000",76.6,"194,000","199,000"
6/1/1968,"139,000",70.4,"199,000","196,500"
6/8/1968,"149,000",77.8,"192,000","196,000"
6/15/1968,"154,000",79.4,"194,000","194,750"
6/22/1968,"152,000",80.5,"189,000","193,500"
6/29/1968,"173,000",89.7,"194,000","192,250"
7/6/1968,"266,000",124.4,"214,000","197,750"
7/13/1968,"242,000",130.6,"186,000","195,750"
7/20/1968,"216,000",120.2,"180,000","193,500"
7/27/1968,"238,000",116.4,"205,000","196,250"
8/3/1968,"235,000",114.4,"206,000","194,250"
8/10/1968,"222,000",102.1,"218,000","202,250"
8/17/1968,"160,000",83.5,"192,000","205,250"
8/24/1968,"148,000",77.1,"193,000","202,250"
8/31/1968,"139,000",74,"188,000","197,750"
9/7/1968,"135,000",71.8,"189,000","190,500"
9/14/1968,"141,000",72.7,"195,000","191,250"
9/21/1968,"142,000",74.9,"191,000","190,750"
9/28/1968,"143,000",75.8,"189,000","191,000"
10/5/1968,"153,000",83.4,"185,000","190,000"
10/12/1968,"151,000",81.4,"186,000","187,750"
10/19/1968,"151,000",79.3,"191,000","187,750"
10/26/1968,"152,000",83.7,"182,000","186,000"
11/2/1968,"161,000",89.5,"181,000","185,000"
11/9/1968,"174,000",95.3,"183,000","184,250"
11/16/1968,"196,000",102,"192,000","184,500"
11/23/1968,"211,000",106.1,"199,000","188,750"
11/30/1968,"180,000",111.4,"162,000","184,000"
12/7/1968,"223,000",119.1,"188,000","185,250"
12/14/1968,"233,000",119.2,"195,000","186,000"
12/21/1968,"243,000",126.7,"192,000","184,250"
12/28/1968,"333,000",149.3,"223,000","199,500"
1/4/1969,"290,000",153,"190,000","200,000"
1/11/1969,"337,000",176.8,"191,000","199,000"
1/18/1969,"265,000",138.6,"192,000","199,000"
1/25/1969,"236,000",122.6,"193,000","191,500"
2/1/1969,"250,000",123.4,"203,000","194,750"
2/8/1969,"248,000",126.4,"197,000","196,250"
2/15/1969,"219,000",114.6,"192,000","196,250"
2/22/1969,"199,000",104.1,"192,000","196,000"
3/1/1969,"206,000",102.9,"201,000","195,500"
3/8/1969,"195,000",102.3,"191,000","194,000"
3/15/1969,"179,000",95.1,"189,000","193,250"
3/22/1969,"158,000",87.5,"181,000","190,500"
3/29/1969,"157,000",86.3,"183,000","186,000"
4/5/1969,"170,000",93.7,"182,000","183,750"
4/12/1969,"187,000",98.4,"190,000","184,000"
4/19/1969,"168,000",89.9,"187,000","185,500"
4/26/1969,"151,000",86,"177,000","184,000"
5/3/1969,"150,000",84.9,"177,000","182,750"
5/10/1969,"157,000",86.1,"183,000","181,000"
5/17/1969,"141,000",79.1,"179,000","179,000"
5/24/1969,"138,000",77.1,"180,000","179,750"
5/31/1969,"135,000",72.3,"187,000","182,250"
6/7/1969,"148,000",77.3,"192,000","184,500"
6/14/1969,"145,000",80.2,"182,000","185,250"
6/21/1969,"155,000",81.5,"191,000","188,000"
6/28/1969,"177,000",87.6,"203,000","192,000"
7/5/1969,"267,000",117.9,"227,000","200,750"
7/12/1969,"271,000",129.6,"210,000","207,750"
7/19/1969,"246,000",120,"206,000","211,500"
7/26/1969,"221,000",115.6,"192,000","208,750"
8/2/1969,"223,000",113.9,"196,000","201,000"
8/9/1969,"210,000",103.6,"203,000","199,250"
8/16/1969,"168,000",84.5,"199,000","197,500"
8/23/1969,"154,000",77.8,"199,000","199,250"
8/30/1969,"144,000",73.9,"195,000","199,000"
9/6/1969,"133,000",73.5,"182,000","193,750"
9/13/1969,"149,000",71.5,"209,000","196,250"
9/20/1969,"147,000",75.5,"195,000","195,250"
9/27/1969,"147,000",76.6,"193,000","194,750"
10/4/1969,"159,000",82.4,"193,000","197,500"
10/11/1969,"168,000",84.5,"200,000","195,250"
10/18/1969,"155,000",78.2,"199,000","196,250"
10/25/1969,"171,000",83.9,"205,000","199,250"
11/1/1969,"174,000",88.2,"198,000","200,500"
11/8/1969,"206,000",97.4,"211,000","203,250"
11/15/1969,"196,000",99.5,"197,000","202,750"
11/22/1969,"230,000",106.4,"217,000","205,750"
11/29/1969,"219,000",108.2,"202,000","206,750"
12/6/1969,"247,000",122.2,"202,000","204,500"
12/13/1969,"264,000",119.5,"222,000","210,750"
12/20/1969,"289,000",124.7,"232,000","214,500"
12/27/1969,"320,000",143.5,"223,000","219,750"
1/3/1970,"344,000",149.7,"230,000","226,750"
1/10/1970,"429,000",177.5,"242,000","231,750"
1/17/1970,"386,000",144.3,"268,000","240,750"
1/24/1970,"316,000",123.7,"256,000","249,000"
1/31/1970,"293,000",122.6,"239,000","251,250"
2/7/1970,"324,000",126.7,"256,000","254,750"
2/14/1970,"308,000",116.1,"265,000","254,000"
2/21/1970,"285,000",105.3,"271,000","257,750"
2/28/1970,"241,000",99.8,"242,000","258,500"
3/7/1970,"270,000",103.4,"262,000","260,000"
3/14/1970,"258,000",95.4,"271,000","261,500"
3/21/1970,"233,000",88.4,"264,000","259,750"
3/28/1970,"236,000",85.8,"276,000","268,250"
4/4/1970,"250,000",91.7,"273,000","271,000"
4/11/1970,"300,000",98.5,"305,000","279,500"
4/18/1970,"339,000",90.5,"374,000","307,000"
4/25/1970,"299,000",85.7,"349,000","325,250"
5/2/1970,"278,000",83.4,"334,000","340,500"
5/9/1970,"279,000",87.9,"318,000","343,750"
5/16/1970,"242,000",79.9,"303,000","326,000"
5/23/1970,"231,000",78.1,"296,000","312,750"
5/30/1970,"224,000",74.5,"301,000","304,500"
6/6/1970,"234,000",77.7,"301,000","300,250"
6/13/1970,"242,000",81.3,"298,000","299,000"
6/20/1970,"245,000",82.7,"296,000","299,000"
6/27/1970,"247,000",84.9,"291,000","296,500"
7/4/1970,"309,000",111.8,"277,000","290,500"
7/11/1970,"369,000",128.6,"288,000","288,000"
7/18/1970,"353,000",120.1,"294,000","287,500"
7/25/1970,"329,000",115,"287,000","286,500"
8/1/1970,"293,000",112.5,"261,000","282,500"
8/8/1970,"278,000",104.9,"266,000","277,000"
8/15/1970,"257,000",85.8,"300,000","278,500"
8/22/1970,"238,000",78.6,"303,000","282,500"
8/29/1970,"220,000",74.2,"297,000","291,500"
9/5/1970,"240,000",74.3,"324,000","306,000"
9/12/1970,"207,000",71.1,"292,000","304,000"
9/19/1970,"247,000",76.2,"325,000","309,500"
9/26/1970,"256,000",77,"333,000","318,500"
10/3/1970,"284,000",81.1,"350,000","325,000"
10/10/1970,"287,000",87.9,"327,000","333,750"
10/17/1970,"259,000",77.6,"334,000","336,000"
10/24/1970,"280,000",84.8,"330,000","335,250"
10/31/1970,"283,000",86.8,"327,000","329,500"
11/7/1970,"333,000",99.2,"336,000","331,750"
11/14/1970,"307,000",97.9,"314,000","326,750"
11/21/1970,"333,000",106.4,"314,000","322,750"
11/28/1970,"354,000",105,"337,000","325,250"
12/5/1970,"378,000",122.9,"308,000","318,250"
12/12/1970,"370,000",121.2,"306,000","316,250"
12/19/1970,"354,000",123,"289,000","310,000"
12/26/1970,"451,000",140.5,"321,000","306,000"
1/2/1971,"443,000",146.6,"303,000","304,750"
1/9/1971,"500,000",173.9,"288,000","300,250"
1/16/1971,"452,000",151.4,"299,000","302,750"
1/23/1971,"399,000",127.8,"312,000","300,500"
1/30/1971,"353,000",121,"292,000","297,750"
2/6/1971,"375,000",126.6,"296,000","299,750"
2/13/1971,"333,000",118.5,"282,000","295,500"
2/20/1971,"286,000",106.9,"268,000","284,500"
2/27/1971,"289,000",99.9,"290,000","284,000"
3/6/1971,"306,000",103,"297,000","284,250"
3/13/1971,"275,000",96,"287,000","285,500"
3/20/1971,"260,000",89.8,"291,000","291,250"
3/27/1971,"261,000",87,"300,000","293,750"
4/3/1971,"267,000",89.2,"299,000","294,250"
4/10/1971,"278,000",99.7,"279,000","292,250"
4/17/1971,"257,000",90.9,"284,000","290,500"
4/24/1971,"248,000",86.4,"288,000","287,500"
5/1/1971,"237,000",82,"290,000","285,250"
5/8/1971,"260,000",88.7,"293,000","288,750"
5/15/1971,"230,000",81.1,"284,000","288,750"
5/22/1971,"231,000",78.7,"295,000","290,500"
5/29/1971,"231,000",77.4,"299,000","292,750"
6/5/1971,"232,000",77.3,"301,000","294,750"
6/12/1971,"244,000",82.8,"295,000","297,500"
6/19/1971,"249,000",83.5,"299,000","298,500"
6/26/1971,"247,000",85,"291,000","296,500"
7/3/1971,"288,000",104.1,"277,000","290,500"
7/10/1971,"335,000",127.3,"264,000","282,750"
7/17/1971,"367,000",117.4,"313,000","286,250"
7/24/1971,"342,000",112.6,"304,000","289,500"
7/31/1971,"340,000",110.5,"308,000","297,250"
8/7/1971,"362,000",103.9,"349,000","318,500"
8/14/1971,"282,000",86.8,"325,000","321,500"
8/21/1971,"252,000",79.1,"320,000","325,500"
8/28/1971,"228,000",74.3,"307,000","325,250"
9/4/1971,"268,000",74.6,"359,000","327,750"
9/11/1971,"219,000",70.4,"312,000","324,500"
9/18/1971,"230,000",76.4,"302,000","320,000"
9/25/1971,"236,000",76.9,"308,000","320,250"
10/2/1971,"238,000",79.7,"299,000","305,250"
10/9/1971,"280,000",89.8,"313,000","305,500"
10/16/1971,"233,000",78.2,"299,000","304,750"
10/23/1971,"251,000",85.3,"294,000","301,250"
10/30/1971,"241,000",85.2,"283,000","297,250"
11/6/1971,"297,000",98.8,"301,000","294,250"
11/13/1971,"289,000",98.2,"295,000","293,250"
11/20/1971,"291,000",106.3,"274,000","288,250"
11/27/1971,"284,000",102.3,"278,000","287,000"
12/4/1971,"372,000",124.5,"299,000","286,500"
12/11/1971,"348,000",124.4,"280,000","282,750"
12/18/1971,"329,000",122.5,"269,000","281,500"
12/25/1971,"340,000",139.7,"244,000","273,000"
1/1/1972,"405,000",145.4,"279,000","268,000"
1/8/1972,"479,000",162.4,"295,000","271,750"
1/15/1972,"395,000",158.4,"250,000","267,000"
1/22/1972,"347,000",132.2,"263,000","271,750"
1/29/1972,"326,000",121.3,"269,000","269,250"
2/5/1972,"342,000",123.9,"276,000","264,500"
2/12/1972,"318,000",119.9,"266,000","268,500"
2/19/1972,"279,000",108.1,"258,000","267,250"
2/26/1972,"252,000",99.1,"254,000","263,500"
3/4/1972,"263,000",102.5,"257,000","258,750"
3/11/1972,"257,000",97.5,"264,000","258,250"
3/18/1972,"241,000",91,"266,000","260,250"
3/25/1972,"231,000",87.8,"264,000","262,750"
4/1/1972,"224,000",86.9,"258,000","263,000"
4/8/1972,"271,000",99.1,"274,000","265,500"
4/15/1972,"237,000",91.5,"259,000","263,750"
4/22/1972,"223,000",86.4,"259,000","262,500"
4/29/1972,"214,000",81,"265,000","264,250"
5/6/1972,"234,000",86.6,"271,000","263,500"
5/13/1972,"218,000",81.9,"266,000","265,250"
5/20/1972,"210,000",79,"267,000","267,250"
5/27/1972,"209,000",78.6,"267,000","267,750"
6/3/1972,"198,000",75.3,"264,000","266,000"
6/10/1972,"224,000",83.7,"268,000","266,500"
6/17/1972,"227,000",82.8,"275,000","268,500"
6/24/1972,"240,000",84.2,"286,000","273,250"
7/1/1972,"327,000",93.7,"350,000","294,750"
7/8/1972,"364,000",122.9,"297,000","302,000"
7/15/1972,"367,000",115.6,"318,000","312,750"
7/22/1972,"299,000",108.7,"276,000","310,250"
7/29/1972,"266,000",108.2,"247,000","284,500"
8/5/1972,"256,000",102.9,"250,000","272,750"
8/12/1972,"220,000",89.6,"246,000","254,750"
8/19/1972,"203,000",79.4,"256,000","249,750"
8/26/1972,"195,000",74.5,"262,000","253,500"
9/2/1972,"192,000",74.7,"258,000","255,500"
9/9/1972,"178,000",68.7,"259,000","258,750"
9/16/1972,"196,000",76.2,"258,000","259,250"
9/23/1972,"193,000",75.9,"255,000","257,500"
9/30/1972,"192,000",76.7,"251,000","255,750"
10/7/1972,"233,000",88.9,"263,000","256,750"
10/14/1972,"202,000",80.8,"250,000","254,750"
10/21/1972,"214,000",83.4,"257,000","255,250"
10/28/1972,"196,000",84.1,"234,000","251,000"
11/4/1972,"242,000",94.9,"255,000","249,000"
11/11/1972,"236,000",97.5,"242,000","247,000"
11/18/1972,"280,000",103.5,"271,000","250,500"
11/25/1972,"238,000",101.4,"235,000","250,750"
12/2/1972,"268,000",119,"226,000","243,500"
12/9/1972,"317,000",126.1,"252,000","246,000"
12/16/1972,"323,000",122.8,"263,000","244,000"
12/23/1972,"327,000",132.7,"246,000","246,750"
12/30/1972,"338,000",150.7,"225,000","246,500"
1/6/1973,"345,000",152.9,"226,000","240,000"
1/13/1973,"412,000",168.6,"245,000","235,500"
1/20/1973,"324,000",141.5,"229,000","231,250"
1/27/1973,"267,000",124.6,"214,000","228,500"
2/3/1973,"285,000",124.9,"228,000","229,000"
2/10/1973,"276,000",122.5,"226,000","224,250"
2/17/1973,"242,000",112.1,"216,000","221,000"
2/24/1973,"220,000",101.5,"218,000","222,000"
3/3/1973,"233,000",103.9,"225,000","221,250"
3/10/1973,"227,000",99.5,"229,000","222,000"
3/17/1973,"212,000",93.2,"228,000","225,000"
3/24/1973,"209,000",90.1,"232,000","228,500"
3/31/1973,"193,000",87.3,"222,000","227,750"
4/7/1973,"244,000",98.8,"247,000","232,250"
4/14/1973,"212,000",92.4,"230,000","232,750"
4/21/1973,"211,000",87,"243,000","235,500"
4/28/1973,"194,000",82.5,"236,000","239,000"
5/5/1973,"214,000",86.3,"248,000","239,250"
5/12/1973,"198,000",83.3,"238,000","241,250"
5/19/1973,"189,000",79.9,"237,000","239,750"
5/26/1973,"190,000",80.2,"238,000","240,250"
6/2/1973,"173,000",75,"232,000","236,250"
6/9/1973,"210,000",85.4,"246,000","238,250"
6/16/1973,"198,000",83.8,"237,000","238,250"
6/23/1973,"206,000",85.6,"242,000","239,250"
6/30/1973,"215,000",90.7,"237,000","240,500"
7/7/1973,"309,000",124.8,"248,000","241,000"
7/14/1973,"270,000",116.4,"232,000","239,750"
7/21/1973,"259,000",107.7,"241,000","239,500"
7/28/1973,"265,000",106.4,"250,000","242,750"
8/4/1973,"262,000",102.5,"256,000","244,750"
8/11/1973,"238,000",90.1,"265,000","253,000"
8/18/1973,"207,000",80.2,"258,000","257,250"
8/25/1973,"190,000",75,"254,000","258,250"
9/1/1973,"180,000",74.7,"242,000","254,750"
9/8/1973,"177,000",70.4,"252,000","251,500"
9/15/1973,"186,000",76.3,"245,000","248,250"
9/22/1973,"187,000",76.1,"246,000","246,250"
9/29/1973,"191,000",76.8,"249,000","248,000"
10/6/1973,"210,000",88.9,"236,000","244,000"
10/13/1973,"207,000",84.2,"246,000","244,250"
10/20/1973,"208,000",83.7,"249,000","245,000"
10/27/1973,"200,000",85.2,"235,000","241,500"
11/3/1973,"230,000",93.7,"246,000","244,000"
11/10/1973,"277,000",98.6,"282,000","253,000"
11/17/1973,"261,000",102.9,"254,000","254,250"
11/24/1973,"237,000",102,"233,000","253,750"
12/1/1973,"299,000",116.9,"256,000","256,250"
12/8/1973,"345,000",130.2,"266,000","252,250"
12/15/1973,"340,000",125.1,"272,000","256,750"
12/22/1973,"429,000",131.8,"326,000","280,000"
12/29/1973,"461,000",153.8,"300,000","291,000"
1/5/1974,"405,000",150.8,"269,000","291,750"
1/12/1974,"584,000",171.8,"340,000","308,750"
1/19/1974,"465,000",145,"321,000","307,500"
1/26/1974,"373,000",128.2,"291,000","305,250"
2/2/1974,"381,000",126.3,"302,000","313,500"
2/9/1974,"459,000",124.3,"369,000","320,750"
2/16/1974,"352,000",113.4,"311,000","318,250"
2/23/1974,"296,000",101.6,"292,000","318,500"
3/2/1974,"313,000",104.1,"301,000","318,250"
3/9/1974,"310,000",101.7,"305,000","302,250"
3/16/1974,"293,000",93.2,"315,000","303,250"
3/23/1974,"285,000",91,"314,000","308,750"
3/30/1974,"279,000",86.5,"323,000","314,250"
4/6/1974,"288,000",97.4,"296,000","312,000"
4/13/1974,"278,000",93.8,"297,000","307,500"
4/20/1974,"256,000",86.7,"296,000","303,000"
4/27/1974,"235,000",83.3,"283,000","293,000"
5/4/1974,"243,000",84.8,"287,000","290,750"
5/11/1974,"249,000",84.3,"296,000","290,500"
5/18/1974,"238,000",79.8,"298,000","291,000"
5/25/1974,"246,000",79.8,"309,000","297,500"
6/1/1974,"209,000",75.3,"278,000","295,250"
6/8/1974,"267,000",85.1,"314,000","299,750"
6/15/1974,"255,000",84.4,"303,000","301,000"
6/22/1974,"266,000",86.5,"308,000","300,750"
6/29/1974,"285,000",87.9,"325,000","312,500"
7/6/1974,"350,000",112.8,"311,000","311,750"
7/13/1974,"351,000",115.7,"304,000","312,000"
7/20/1974,"325,000",107.3,"303,000","310,750"
7/27/1974,"333,000",104.3,"320,000","309,500"
8/3/1974,"340,000",101.6,"335,000","315,500"
8/10/1974,"318,000",91.8,"347,000","326,250"
8/17/1974,"269,000",81,"332,000","333,500"
8/24/1974,"260,000",76,"343,000","339,250"
8/31/1974,"259,000",74.2,"350,000","343,000"
9/7/1974,"253,000",72.4,"350,000","343,750"
9/14/1974,"271,000",76,"357,000","350,000"
9/21/1974,"283,000",76.7,"370,000","356,750"
9/28/1974,"279,000",76.3,"366,000","360,750"
10/5/1974,"325,000",87.5,"371,000","366,000"
10/12/1974,"358,000",86.9,"413,000","380,000"
10/19/1974,"324,000",83.4,"389,000","384,750"
10/26/1974,"357,000",86.4,"414,000","396,750"
11/2/1974,"375,000",92.6,"406,000","405,500"
11/9/1974,"435,000",98.8,"441,000","412,500"
11/16/1974,"450,000",100.3,"449,000","427,500"
11/23/1974,"532,000",102.8,"518,000","453,500"
11/30/1974,"524,000",110.5,"474,000","470,500"
12/7/1974,"693,000",131.2,"528,000","492,250"
12/14/1974,"637,000",125.1,"510,000","507,500"
12/21/1974,"677,000",130,"521,000","508,250"
12/28/1974,"813,000",151.5,"537,000","524,000"
1/4/1975,"681,000",149.3,"456,000","506,000"
1/11/1975,"969,000",174.9,"554,000","517,000"
1/18/1975,"850,000",147.9,"575,000","530,500"
1/25/1975,"729,000",131.4,"555,000","535,000"
2/1/1975,"699,000",125.1,"559,000","560,750"
2/8/1975,"691,000",126.9,"545,000","558,500"
2/15/1975,"608,000",114.8,"530,000","547,250"
2/22/1975,"567,000",104.2,"544,000","544,500"
3/1/1975,"568,000",104.1,"546,000","541,250"
3/8/1975,"569,000",103.3,"551,000","542,750"
3/15/1975,"494,000",93.2,"531,000","543,000"
3/22/1975,"499,000",90.8,"550,000","544,500"
3/29/1975,"477,000",86,"555,000","546,750"
4/5/1975,"505,000",94.2,"537,000","543,250"
4/12/1975,"496,000",95.5,"520,000","540,500"
4/19/1975,"456,000",85.9,"531,000","535,750"
4/26/1975,"429,000",83.8,"513,000","525,250"
5/3/1975,"420,000",83.4,"505,000","517,250"
5/10/1975,"432,000",85.4,"507,000","514,000"
5/17/1975,"410,000",79.9,"514,000","509,750"
5/24/1975,"391,000",79.5,"493,000","504,750"
5/31/1975,"360,000",75.9,"475,000","497,250"
6/7/1975,"443,000",83.8,"529,000","502,750"
6/14/1975,"422,000",85,"497,000","498,500"
6/21/1975,"428,000",86.3,"497,000","499,500"
6/28/1975,"407,000",88.7,"459,000","495,500"
7/5/1975,"460,000",108.7,"423,000","469,000"
7/12/1975,"517,000",116.2,"446,000","456,250"
7/19/1975,"481,000",108.1,"445,000","443,250"
7/26/1975,"471,000",103.9,"454,000","442,000"
8/2/1975,"462,000",102,"454,000","449,750"
8/9/1975,"429,000",93.5,"459,000","453,000"
8/16/1975,"367,000",82.7,"444,000","452,750"
8/23/1975,"353,000",77.3,"457,000","453,500"
8/30/1975,"332,000",74.6,"446,000","451,500"
9/6/1975,"331,000",74.1,"447,000","448,500"
9/13/1975,"341,000",74.9,"456,000","451,500"
9/20/1975,"336,000",77.6,"433,000","445,500"
9/27/1975,"342,000",76.9,"445,000","445,250"
10/4/1975,"365,000",85.7,"426,000","440,000"
10/11/1975,"385,000",89.8,"429,000","433,250"
10/18/1975,"332,000",82.3,"404,000","426,000"
10/25/1975,"372,000",87.5,"426,000","421,250"
11/1/1975,"378,000",91.5,"414,000","418,250"
11/8/1975,"414,000",99.8,"415,000","414,750"
11/15/1975,"371,000",96.4,"386,000","410,250"
11/22/1975,"419,000",104.6,"401,000","404,000"
11/29/1975,"403,000",104.1,"387,000","397,250"
12/6/1975,"487,000",130.6,"373,000","386,750"
12/13/1975,"456,000",124,"368,000","382,250"
12/20/1975,"463,000",127.1,"365,000","373,250"
12/27/1975,"573,000",146.7,"391,000","374,250"
1/3/1976,"540,000",149.4,"362,000","371,500"
1/10/1976,"708,000",176.2,"402,000","380,000"
1/17/1976,"563,000",152.5,"370,000","381,250"
1/24/1976,"486,000",133.8,"363,000","374,250"
1/31/1976,"450,000",125.6,"359,000","373,500"
2/7/1976,"452,000",128.2,"353,000","361,250"
2/14/1976,"391,000",113.7,"344,000","354,750"
2/21/1976,"367,000",105.9,"347,000","350,750"
2/28/1976,"353,000",101.2,"349,000","348,250"
3/6/1976,"366,000",105.3,"348,000","347,000"
3/13/1976,"343,000",95.3,"360,000","351,000"
3/20/1976,"330,000",89.7,"368,000","356,250"
3/27/1976,"314,000",85.9,"366,000","360,500"
4/3/1976,"334,000",88,"380,000","368,500"
4/10/1976,"366,000",98.1,"373,000","371,750"
4/17/1976,"316,000",87.4,"361,000","370,000"
4/24/1976,"311,000",84.9,"367,000","370,250"
5/1/1976,"313,000",81.5,"385,000","371,500"
5/8/1976,"345,000",87.4,"395,000","377,000"
5/15/1976,"308,000",80.9,"382,000","382,250"
5/22/1976,"311,000",78.9,"394,000","389,000"
5/29/1976,"310,000",77.3,"402,000","393,250"
6/5/1976,"307,000",80.5,"382,000","390,000"
6/12/1976,"351,000",86.4,"407,000","396,250"
6/19/1976,"342,000",85.9,"399,000","397,500"
6/26/1976,"339,000",87.6,"387,000","393,750"
7/3/1976,"401,000",101.8,"394,000","396,750"
7/10/1976,"445,000",119.6,"372,000","388,000"
7/17/1976,"455,000",112.1,"406,000","389,750"
7/24/1976,"418,000",106.2,"394,000","391,500"
7/31/1976,"401,000",103.4,"388,000","390,000"
8/7/1976,"373,000",98.8,"378,000","391,500"
8/14/1976,"329,000",86.3,"382,000","385,500"
8/21/1976,"320,000",80.1,"400,000","387,000"
8/28/1976,"301,000",76.4,"394,000","388,500"
9/4/1976,"321,000",76.4,"421,000","399,250"
9/11/1976,"280,000",73.3,"383,000","399,500"
9/18/1976,"320,000",79.6,"403,000","400,250"
9/25/1976,"327,000",77.5,"423,000","407,500"
10/2/1976,"332,000",81.5,"408,000","404,250"
10/9/1976,"388,000",94.6,"411,000","411,250"
10/16/1976,"325,000",80.8,"403,000","411,250"
10/23/1976,"361,000",88.2,"409,000","407,750"
10/30/1976,"370,000",89.6,"414,000","409,250"
11/6/1976,"387,000",99.3,"390,000","404,000"
11/13/1976,"363,000",94.8,"383,000","399,000"
11/20/1976,"430,000",105.5,"408,000","398,750"
11/27/1976,"369,000",97.9,"377,000","389,500"
12/4/1976,"500,000",124.4,"402,000","392,500"
12/11/1976,"494,000",125.1,"395,000","395,500"
12/18/1976,"434,000",119.3,"365,000","384,750"
12/25/1976,"466,000",139.8,"333,000","373,750"
1/1/1977,"558,000",146.8,"380,000","368,250"
1/8/1977,"685,000",164.6,"416,000","373,500"
1/15/1977,"597,000",162.5,"368,000","374,250"
1/22/1977,"589,000",139.2,"423,000","396,750"
1/29/1977,"518,000",122.8,"422,000","407,250"
2/5/1977,"704,000",124.7,"565,000","444,500"
2/12/1977,"552,000",115.9,"477,000","471,750"
2/19/1977,"422,000",105.9,"399,000","465,750"
2/26/1977,"360,000",99.5,"362,000","450,750"
3/5/1977,"367,000",102,"361,000","399,750"
3/12/1977,"335,000",94.6,"355,000","369,250"
3/19/1977,"321,000",87.2,"369,000","361,750"
3/26/1977,"298,000",83.9,"356,000","360,250"
4/2/1977,"296,000",84.5,"350,000","357,500"
4/9/1977,"367,000",97.6,"376,000","362,750"
4/16/1977,"316,000",87.8,"361,000","360,750"
4/23/1977,"314,000",83.7,"375,000","365,500"
4/30/1977,"305,000",81.5,"375,000","371,750"
5/7/1977,"333,000",86.8,"384,000","373,750"
5/14/1977,"309,000",81.2,"381,000","378,750"
